-4.54	-5.45901e-08	-0.235295
-4.542	-5.22771e-08	-0.235176
-4.544	-5.00282e-08	-0.235058
-4.546	-4.78445e-08	-0.23494
-4.548	-4.57263e-08	-0.234822
-4.55	-4.36743e-08	-0.234704
-4.552	-4.16887e-08	-0.234586
-4.554	-3.97696e-08	-0.234468
-4.556	-3.79169e-08	-0.23435
-4.558	-3.61303e-08	-0.234233
-4.56	-3.44097e-08	-0.234115
-4.562	-3.27544e-08	-0.233998
-4.564	-3.11639e-08	-0.233881
-4.566	-2.96373e-08	-0.233764
-4.568	-2.81739e-08	-0.233647
-4.57	-2.67727e-08	-0.23353
-4.572	-2.54326e-08	-0.233414
-4.574	-2.41525e-08	-0.233297
-4.576	-2.29312e-08	-0.233181
-4.578	-2.17673e-08	-0.233065
-4.58	-2.06596e-08	-0.232948
-4.582	-1.96065e-08	-0.232832
-4.584	-1.86067e-08	-0.232717
-4.586	-1.76586e-08	-0.232601
-4.588	-1.67606e-08	-0.232485
-4.59	-1.59113e-08	-0.23237
-4.592	-1.51089e-08	-0.232254
-4.594	-1.43519e-08	-0.232139
-4.596	-1.36387e-08	-0.232024
-4.598	-1.29675e-08	-0.231909
-4.6	-1.23369e-08	-0.231794
-4.602	-1.1745e-08	-0.231679
-4.604	-1.11904e-08	-0.231564
-4.606	-1.06714e-08	-0.23145
-4.608	-1.01863e-08	-0.231336
-4.61	-9.73371e-09	-0.231221
-4.612	-9.31194e-09	-0.231107
-4.614	-8.91948e-09	-0.230993
-4.616	-8.55485e-09	-0.230879
-4.618	-8.21656e-09	-0.230765
-4.62	-7.90317e-09	-0.230652
-4.622	-7.61328e-09	-0.230538
-4.624	-7.34551e-09	-0.230424
-4.626	-7.09854e-09	-0.230311
-4.628	-6.87107e-09	-0.230198
-4.63	-6.66185e-09	-0.230085
-4.632	-6.46967e-09	-0.229972
-4.634	-6.29335e-09	-0.229859
-4.636	-6.13177e-09	-0.229746
-4.638	-5.98385e-09	-0.229634
-4.64	-5.84854e-09	-0.229521
-4.642	-5.72483e-09	-0.229409
-4.644	-5.61178e-09	-0.229296
-4.646	-5.50847e-09	-0.229184
-4.648	-5.41402e-09	-0.229072
-4.65	-5.32761e-09	-0.22896
-4.652	-5.24844e-09	-0.228848
-4.654	-5.17577e-09	-0.228737
-4.656	-5.10889e-09	-0.228625
-4.658	-5.04713e-09	-0.228514
-4.66	-4.98985e-09	-0.228402
-4.662	-4.93647e-09	-0.228291
-4.664	-4.88644e-09	-0.22818
-4.666	-4.83922e-09	-0.228069
-4.668	-4.79434e-09	-0.227958
-4.67	-4.75135e-09	-0.227847
-4.672	-4.70983e-09	-0.227737
-4.674	-4.66939e-09	-0.227626
-4.676	-4.62968e-09	-0.227516
-4.678	-4.59039e-09	-0.227405
-4.68	-4.5512e-09	-0.227295
-4.682	-4.51187e-09	-0.227185
-4.684	-4.47215e-09	-0.227075
-4.686	-4.43182e-09	-0.226965
-4.688	-4.39069e-09	-0.226855
-4.69	-4.34861e-09	-0.226746
-4.692	-4.30543e-09	-0.226636
-4.694	-4.26103e-09	-0.226527
-4.696	-4.2153e-09	-0.226418
-4.698	-4.16817e-09	-0.226308
-4.7	-4.11958e-09	-0.226199
-4.702	-4.06948e-09	-0.22609
-4.704	-4.01784e-09	-0.225981
-4.706	-3.96465e-09	-0.225873
-4.708	-3.90991e-09	-0.225764
-4.71	-3.85363e-09	-0.225656
-4.712	-3.79585e-09	-0.225547
-4.714	-3.73659e-09	-0.225439
-4.716	-3.67592e-09	-0.225331
-4.718	-3.61388e-09	-0.225223
-4.72	-3.55055e-09	-0.225115
-4.722	-3.486e-09	-0.225007
-4.724	-3.42032e-09	-0.224899
-4.726	-3.3536e-09	-0.224791
-4.728	-3.28592e-09	-0.224684
-4.73	-3.21739e-09	-0.224576
-4.732	-3.14812e-09	-0.224469
-4.734	-3.07821e-09	-0.224362
-4.736	-3.00778e-09	-0.224255
-4.738	-2.93693e-09	-0.224148
-4.74	-2.86578e-09	-0.224041
-4.742	-2.79445e-09	-0.223934
-4.744	-2.72306e-09	-0.223827
-4.746	-2.65171e-09	-0.223721
-4.748	-2.58053e-09	-0.223614
-4.75	-2.50963e-09	-0.223508
-4.752	-2.43912e-09	-0.223402
-4.754	-2.36912e-09	-0.223296
-4.756	-2.29974e-09	-0.22319
-4.758	-2.23109e-09	-0.223084
-4.76	-2.16327e-09	-0.222978
-4.762	-2.09638e-09	-0.222872
-4.764	-2.03052e-09	-0.222767
-4.766	-1.9658e-09	-0.222661
-4.768	-1.9023e-09	-0.222556
-4.77	-1.84012e-09	-0.222451
-4.772	-1.77934e-09	-0.222345
-4.774	-1.72004e-09	-0.22224
-4.776	-1.66231e-09	-0.222135
-4.778	-1.60622e-09	-0.222031
-4.78	-1.55184e-09	-0.221926
-4.782	-1.49923e-09	-0.221821
-4.784	-1.44847e-09	-0.221717
-4.786	-1.39961e-09	-0.221612
-4.788	-1.35271e-09	-0.221508
-4.79	-1.30782e-09	-0.221404
-4.792	-1.265e-09	-0.2213
-4.794	-1.22428e-09	-0.221196
-4.796	-1.18571e-09	-0.221092
-4.798	-1.14934e-09	-0.220988
-4.8	-1.11519e-09	-0.220884
-4.802	-1.08329e-09	-0.220781
-4.804	-1.05369e-09	-0.220677
-4.806	-1.0264e-09	-0.220574
-4.808	-1.00145e-09	-0.22047
-4.81	-9.78865e-10	-0.220367
-4.812	-9.58656e-10	-0.220264
-4.814	-9.40842e-10	-0.220161
-4.816	-9.25436e-10	-0.220058
-4.818	-9.12451e-10	-0.219955
-4.82	-9.01894e-10	-0.219853
-4.822	-8.93772e-10	-0.21975
-4.824	-8.8809e-10	-0.219648
-4.826	-8.84848e-10	-0.219545
-4.828	-8.84047e-10	-0.219443
-4.83	-8.85684e-10	-0.219341
-4.832	-8.89754e-10	-0.219239
-4.834	-8.96251e-10	-0.219137
-4.836	-9.05165e-10	-0.219035
-4.838	-9.16485e-10	-0.218933
-4.84	-9.30197e-10	-0.218831
-4.842	-9.46286e-10	-0.21873
-4.844	-9.64732e-10	-0.218628
-4.846	-9.85516e-10	-0.218527
-4.848	-1.00861e-09	-0.218426
-4.85	-1.034e-09	-0.218325
-4.852	-1.06164e-09	-0.218224
-4.854	-1.09152e-09	-0.218123
-4.856	-1.12358e-09	-0.218022
-4.858	-1.1578e-09	-0.217921
-4.86	-1.19414e-09	-0.21782
-4.862	-1.23256e-09	-0.21772
-4.864	-1.27299e-09	-0.217619
-4.866	-1.31541e-09	-0.217519
-4.868	-1.35975e-09	-0.217419
-4.87	-1.40596e-09	-0.217318
-4.872	-1.45397e-09	-0.217218
-4.874	-1.50373e-09	-0.217118
-4.876	-1.55516e-09	-0.217018
-4.878	-1.60819e-09	-0.216919
-4.88	-1.66276e-09	-0.216819
-4.882	-1.71877e-09	-0.216719
-4.884	-1.77616e-09	-0.21662
-4.886	-1.83482e-09	-0.21652
-4.888	-1.89468e-09	-0.216421
-4.89	-1.95563e-09	-0.216322
-4.892	-2.01759e-09	-0.216223
-4.894	-2.08045e-09	-0.216124
-4.896	-2.1441e-09	-0.216025
-4.898	-2.20844e-09	-0.215926
-4.9	-2.27335e-09	-0.215827
-4.902	-2.33873e-09	-0.215728
-4.904	-2.40446e-09	-0.21563
-4.906	-2.47041e-09	-0.215531
-4.908	-2.53647e-09	-0.215433
-4.91	-2.60251e-09	-0.215335
-4.912	-2.6684e-09	-0.215237
-4.914	-2.73403e-09	-0.215139
-4.916	-2.79925e-09	-0.215041
-4.918	-2.86394e-09	-0.214943
-4.92	-2.92796e-09	-0.214845
-4.922	-2.99119e-09	-0.214747
-4.924	-3.0535e-09	-0.21465
-4.926	-3.11475e-09	-0.214552
-4.928	-3.17481e-09	-0.214455
-4.93	-3.23356e-09	-0.214357
-4.932	-3.29086e-09	-0.21426
-4.934	-3.3466e-09	-0.214163
-4.936	-3.40064e-09	-0.214066
-4.938	-3.45286e-09	-0.213969
-4.94	-3.50315e-09	-0.213872
-4.942	-3.55139e-09	-0.213775
-4.944	-3.59747e-09	-0.213679
-4.946	-3.64128e-09	-0.213582
-4.948	-3.68273e-09	-0.213486
-4.95	-3.7217e-09	-0.213389
-4.952	-3.75812e-09	-0.213293
-4.954	-3.79189e-09	-0.213197
-4.956	-3.82294e-09	-0.213101
-4.958	-3.85118e-09	-0.213005
-4.96	-3.87655e-09	-0.212909
-4.962	-3.89898e-09	-0.212813
-4.964	-3.91843e-09	-0.212717
-4.966	-3.93485e-09	-0.212621
-4.968	-3.94818e-09	-0.212526
-4.97	-3.95841e-09	-0.21243
-4.972	-3.9655e-09	-0.212335
-4.974	-3.96944e-09	-0.21224
-4.976	-3.97021e-09	-0.212144
-4.978	-3.96781e-09	-0.212049
-4.98	-3.96226e-09	-0.211954
-4.982	-3.95355e-09	-0.211859
-4.984	-3.94171e-09	-0.211764
-4.986	-3.92677e-09	-0.21167
-4.988	-3.90877e-09	-0.211575
-4.99	-3.88773e-09	-0.21148
-4.992	-3.86373e-09	-0.211386
-4.994	-3.8368e-09	-0.211292
-4.996	-3.80702e-09	-0.211197
-4.998	-3.77445e-09	-0.211103
